Player Name,Player Status,Year of Event,Statement Made,Event Description,Platform,Event Type,Media Tone,Post Status,Media Coverage,Sources,URL,title,max_similarity,most_similar_anchor_idx,most_similar_anchor_title
,,2025,,,,Controversy,Negative,,Medium,FOX Sports,https://www.foxsports.com/stories/nfl/stefon-diggs-controversy-no-surprise-patriots-fans,Stefon Diggs controversy shouldn't come as a surprise to Patriots or their fans,0.5902321816848096,59.0,Shares an encouraging message to draft prospects waiting to hear about NFL draft decisions
Steelers,,2025,,,,Controversy,Positive,,High,CBS Sports,https://www.cbssports.com/nfl/news/explaining-the-nfl-mvp-controversy-plus-super-bowl-2025-picks-and-the-steelers-are-headed-to-ireland/,"Explaining the NFL MVP controversy, plus Super Bowl 2025 picks and the Steelers are headed to Ireland",0.2132614101167829,62.0,NFL fans accussed officials of favoritism towards the Chiefs to which media has asked Kelce about allegation. 
Roger Goodell,,2025,,,,Controversy,Positive,,High,ESPN,https://www.espn.com/nfl/story/_/id/46684916/roger-goodell-nfl-reconsider-bad-bunny-sb-half-show,Roger Goodell: NFL won't reconsider Bad Bunny SB halftime show,0.1927683915563985,48.0,"With the issues about the TV rights deals, Merriman discussed the need for players to get paid more rather than the NFL make more money at their expense.  "
,,2025,,,,Controversy,Negative,,Medium,Yahoo Sports,https://sports.yahoo.com/article/nfl-super-bowl-tickets-controversy-201115421.html,"NFL Super Bowl tickets controversy, explained: Why NFL fined over 100 players for upselling championship seats",0.1760240951495378,48.0,"With the issues about the TV rights deals, Merriman discussed the need for players to get paid more rather than the NFL make more money at their expense.  "
,,2025,,,,Controversy,Mixed,,Medium,ESPN,https://www.espn.com/nfl/story/_/id/47241717/ravens-left-scratching-heads-calls-loss-steelers,Ravens left scratching heads at calls after loss to Steelers,0.1717739236866486,43.0,"Brown posts another unpredictable tweet without any additional context or information, resulting in a stir in discussion. "
Roger Goodell,,2025,,,,Controversy,Negative,,Medium,Yahoo Sports,https://sports.yahoo.com/nfl/article/nbas-gambling-scandal-should-terrify-the-nfl-and-commissioner-roger-goodell-for-one-primary-reason-001559255.html,NBA's gambling scandal should terrify the NFL and commissioner Roger Goodell for one primary reason,0.2608511395407626,67.0,"When advancing to the Super Bowl, Kittle brought back a popular meme cited by a Texas high school football player back in a 2014 interview."
,,2025,,,,Controversy,Positive,,Medium,Yahoo Sports,https://sports.yahoo.com/nfl/article/nfl-to-implement-new-field-standards-after-years-of-criticism-for-subpar-surfaces-233806365.html,NFL to implement new field standards after years of criticism for subpar surfaces,0.3462538181645401,70.0,"After previous comments made regarding his coaches which resulted in further discussion, Fields clarified his stance with his coaches and team."
,,2025,,,,Controversy,Negative,,Medium,Yahoo Sports,https://sports.yahoo.com/articles/nfls-latest-officiating-controversy-questioned-022418004.html,"NFL's latest officiating controversy questioned by both Lions, Cowboys fans",0.1647647273311552,28.0,"Reaction to the $180 million contract extension of Aidan Hutchinson, making him one of those with highest non-quarterback average salaries"
,,2025,,,,Controversy,Negative,,Medium,Yahoo Sports,https://sports.yahoo.com/articles/nfl-punishes-lions-player-involved-233732871.html,NFL Punishes Lions Player Involved in Cowboys Controversy,0.2069122603498465,28.0,"Reaction to the $180 million contract extension of Aidan Hutchinson, making him one of those with highest non-quarterback average salaries"
Mac Jones,,2025,,,,Controversy,Positive,,High,Yahoo Sports,https://sports.yahoo.com/article/nfl-insider-addresses-san-francisco-182226406.html,NFL Insider Addresses San Francisco 49ers’ ‘QB Controversy’ with Mac Jones,0.1647691168463775,67.0,"When advancing to the Super Bowl, Kittle brought back a popular meme cited by a Texas high school football player back in a 2014 interview."
NFL Hall-of-Famer,,2025,,,,Controversy,Negative,,High,Sports Illustrated,https://www.si.com/nfl/browns/onsi/news/nfl-hall-of-famer-adds-fuel-fire-shedeur-sanders-controversy,NFL Hall-of-Famer Adds Fuel to Fire of Shedeur Sanders Controversy,0.5024735837681136,4.0,Response to a fan about the draft pick ranking of another player
,,2025,,,,Controversy,Negative,,Low,Front Office Sports,https://frontofficesports.com/how-nfl-can-get-its-arms-around-bad-bunny-situation/,How NFL Can Get Its Arms Around Bad Bunny Situation,0.2380659614831302,53.0,Answers question about his opinion when hearing Trump attending the Super Bowl LIX
Donald Trump,,2025,,,,Controversy,Negative,,Medium,Yahoo Sports,https://sports.yahoo.com/article/controversial-nfl-legend-turns-donald-200118910.html,Controversial NFL legend turns on Donald Trump over new Charlie Kirk announcement,0.3525440124942788,43.0,"Brown posts another unpredictable tweet without any additional context or information, resulting in a stir in discussion. "
Dolphins,,2025,,,,Controversy,Positive,,Medium,ESPN,https://www.espn.com/nfl/story/_/id/46381356/dolphins-tua-tagovailoa-responds-criticism-pundits,Dolphins' Tua Tagovailoa responds to criticism from pundits,0.4119509277593627,45.0,"After the game loss, he expressed the lack of seriousness from other Dolphins players to show up to players-only meetings, aiding in the loss. "
Maxx Crosby,Playing,2025,,,,Controversy,Positive,,Medium,Yahoo Sports,https://sports.yahoo.com/articles/maxx-crosby-sends-message-nfl-213022468.html,Maxx Crosby sends message to NFL after 'CleatGate' controversy,0.5785932062930714,7.0,Supports current New England Patriots' defender K'Lavon Chaisson
Travis Hunter’s Fiancée,,2025,,,,Controversy,Positive,,Medium,People.com,https://people.com/travis-hunter-fiancee-leanna-lenee-supports-him-nfl-draft-after-heisman-ceremony-controversy-11722218,Travis Hunter’s Fiancée Leanna Lenee Supports Him at NFL Draft After Heisman Ceremony Controversy,0.1895994201275276,4.0,Response to a fan about the draft pick ranking of another player
Sting,,2025,,,,Controversy,Negative,,Low,Yahoo,https://www.yahoo.com/entertainment/music/articles/nfl-announces-sting-headline-super-003656455.html,NFL announces Sting will headline Super Bowl-branded concert amid Bad Bunny controversy,0.1824734931863804,53.0,Answers question about his opinion when hearing Trump attending the Super Bowl LIX
,,2025,,,,Controversy,Negative,,Medium,heavy.com,https://heavy.com/sports/nfl/kansas-city-chiefs/travis-kelce-teair-tart-hit-controversy/,NFL Decision on Punishment for Travis Kelce Hit Draws Controversy,0.2149944324500555,38.0,Has a playful interactionwith free agent WR Allen Lazard under the post increasing the anticipation for his return to the upcoming season
Caleb Williams ',,2025,,,,Controversy,Positive,,High,ESPN,https://www.espn.com/nfl/story/_/id/46608923/bears-caleb-williams-care-less-criticism,Bears' Caleb Williams 'could care less' about outside criticism,0.3409629527439988,33.0,Reaction to Lil Wayne's tweet after the Bears defeat Green Bay in the NFL Playoffs
Keon Coleman Call,,2025,,,,Controversy,Negative,,High,heavy.com,https://heavy.com/sports/nfl/buffalo-bills/keon-coleman-controversy-bills-ravens/,NFL Officials Spark Controversy With Keon Coleman Call in Bills-Ravens,0.2723442755943387,47.0,"Hearing about Josh Allen's emotional self-reflection on game, Dawkins becomes emotional defending the quarterback"
Baltimore,,2025,,,,Controversy,Negative,,High,NBC News,https://www.nbcnews.com/sports/nfl/baltimore-ravens-nfl-controversial-call-steelers-rcna247895,The controversial call that may ultimately knock Baltimore out of the playoffs,0.2258649900470929,43.0,"Brown posts another unpredictable tweet without any additional context or information, resulting in a stir in discussion. "
Draft Fall,,2025,,,,Controversy,Positive,,Medium,Sports Illustrated,https://www.si.com/college/colorado/football/shedeur-sanders-nfl-draft-dallas-cowboys-dak-prescott-unfair-fall-deion-sanders-coach-prime-jerry-jones-shilo-texas,"Dallas Cowboys' Dak Prescott Addresses 'Unfair' Shedeur Sanders NFL Draft Fall, Controversy",0.5389258843022914,4.0,Response to a fan about the draft pick ranking of another player
,,2025,,,,Controversy,Mixed,,Medium,USA Today,https://www.usatoday.com/story/sports/nfl/2025/10/23/nfl-gambling-policy-nba-fbi-calvin-ridley-jameson-williams/86854023007/,What is NFL policy on sports gambling and which players have violated it?,0.2904874279415174,67.0,"When advancing to the Super Bowl, Kittle brought back a popular meme cited by a Texas high school football player back in a 2014 interview."
,,2025,,,,Controversy,Negative,,High,National News Desk,https://thenationaldesk.com/news/americas-news-now/brutal-weekend-for-nfl-officiating-draws-widespread-scrutiny-football-referees-colts-texans-chiefs-broncos-commanders-ravens-cowboys-bears-eagles-gambling-pass-interference,Brutal weekend for NFL officiating draws widespread scrutiny,0.1885196150308412,47.0,"Hearing about Josh Allen's emotional self-reflection on game, Dawkins becomes emotional defending the quarterback"
Mel Kiper,,2025,,,,Controversy,Negative,,High,New York Post,https://nypost.com/2025/04/29/sports/mel-kiper-unaware-his-shedeur-sanders-takes-sparked-nfl-draft-controversy/,Mel Kiper unaware he ended up in middle of Shedeur Sanders NFL draft controversy,0.5753057638439806,4.0,Response to a fan about the draft pick ranking of another player
Puka Nacua,Playing,2025,,,,Controversy,Negative,,High,Sports Illustrated,https://www.si.com/nfl/rams/onsi/puka-nacua-release-statements-stream-controversy-,"Puka Nacua, NFL Release Statements on Stream Controversy",0.6157254288951627,2.0,Apologizes after making antisemitic gesture during livestream
,,2025,,,,Controversy,Negative,,High,heavy.com,https://heavy.com/sports/nfl/buffalo-bills/bills-pro-bowl-snub-sparks-nfl-controversy/,Bills Pro Bowl Snub Sparks NFL Controversy,0.3367769594266201,46.0,"After losing in the Divisional Round, Allen emotionally reflects on his performance, affecting team's progression in the Playoffs. "
,,2025,,,,Controversy,Negative,,High,BBC,https://www.bbc.com/sport/american-football/articles/c1wd2qvw978o,Shedeur Sanders: What next for NFL’s most controversial draft pick?,0.4587920666769416,4.0,Response to a fan about the draft pick ranking of another player
,,2025,,,,Controversy,Negative,,High,Yahoo Sports,https://sports.yahoo.com/article/male-nfl-cheerleaders-bathroom-video-124827522.html,Male NFL Cheerleaders' Bathroom Video Sparks Controversy,0.2136844529256263,37.0,First tweet in two years was to respond to controversial calls in the Bills vs. Broncos and Bears vs. Rams games
,,2025,,,,Controversy,Negative,,High,Yahoo Sports,https://sports.yahoo.com/article/cris-collinsworth-angers-nfl-fans-030000118.html,Cris Collinsworth Angers NFL Fans With Controversial Comment,0.2874120325829907,55.0,Post ignites speculation of where the free agent may go after Baltimore
,,2025,,,,Controversy,Negative,,Medium,Sports Illustrated,https://www.si.com/college/colorado/football/deion-sanders-shedeur-sanders-nfl-draft-controversy-coaches-fear-fire-replace-hire-dallas-cowboys-cleveland-browns-colorado-buffaloes,NFL Coaches 'Feared' Being Replaced By Deion Sanders? Shedeur Sanders NFL Draft Controversy,0.5627054865616358,4.0,Response to a fan about the draft pick ranking of another player
Josh Allen's,,2025,,,,Controversy,Mixed,,Medium,CBS Sports,https://www.cbssports.com/nfl/news/nfl-mvp-controversy-why-josh-allens-award-win-over-lamar-jackson-at-nfl-honors-was-so-surprising/,NFL MVP controversy: Why Josh Allen's award win over Lamar Jackson at NFL Honors was so surprising,0.25078692393516,46.0,"After losing in the Divisional Round, Allen emotionally reflects on his performance, affecting team's progression in the Playoffs. "
Dean Blandino,,2025,,,,Controversy,Negative,,High,FOX Sports,https://www.foxsports.com/stories/nfl/dean-blandino-its-50-50-tush-push-survives-eagles-chiefs-controversies,Dean Blandino: '50-50' if Tush Push Survives After Eagles-Chiefs Controversy,0.2003706703396233,26.0,He wasn't as involved in the game with Tampa Bay Buccaneers as desired; later posting cryptic message about his frustration;
,,2025,,,,Controversy,Mixed,,Medium,New York Post,https://nypost.com/2025/07/10/sports/nflpa-exec-in-conflict-of-interest-controversy/,NFLPA exec in conflict-of-interest controversy with private equity firm approved for NFL ownership stakes,0.1545816567075846,58.0,Voices opinion of the NFLPA that designed the then-new COVID-19 rules restricting unvaccinated players from playing 
Williams,,2025,,,,Controversy,Mixed,,High,FOX Sports,https://www.foxsports.com/stories/nfl/bears-qb-caleb-williams-addresses-controversy,Bears QB Caleb Williams addresses controversy from book excerpt,0.3985623880987247,33.0,Reaction to Lil Wayne's tweet after the Bears defeat Green Bay in the NFL Playoffs
Tom Brady Hit,,2025,,,,Controversy,Negative,,Medium,People.com,https://people.com/tom-brady-hit-with-criticism-for-kick-the-dog-comment-during-nfl-broadcast-11814511,Tom Brady Hit with Criticism for ‘Kick the Dog’ Comment During NFL Broadcast,0.3902209544473533,25.0,Had disagreements with his then-wife about retirement plans then pursue last year of playing professional football amid struggle with marriage
,,2025,,,,Controversy,Negative,,High,Giants Wire,https://giantswire.usatoday.com/story/sports/nfl/giants/2025/10/26/tush-push-controversy-new-york-giants-nation-nfl-fans-call-ban/86917694007/,"'Tush Push' controversy: New York Giants nation, NFL fans call for ban",0.1971363614401317,30.0,"Reaction to mistake made by Jude McAtamney, aiding in Giants' loss"
,,2025,,,,Support,Positive,,Medium,NFL Mocks,https://nflmocks.com/nfl-hot-takes-can-mac-jones-ignite-qb-controversy-for-kyle-shanahan-49ers-01k5bm03rawf,"NFL Hot Takes: Can Mac Jones ignite a QB controversy for Kyle Shanahan, 49ers?",0.1854204442825728,69.0,Publicly backed up teammate Micah Parsons with contract issues under the Dallas Cowboys
,,2025,,,,Controversy,Negative,,Medium,Yahoo Sports,https://sports.yahoo.com/article/nfl-announces-punishment-brian-daboll-170914087.html,NFL Announces Punishment For Brian Daboll After Jaxson Dart Controversy,0.212435948802539,30.0,"Reaction to mistake made by Jude McAtamney, aiding in Giants' loss"
,,2025,,,,Controversy,Negative,,High,ESPN,https://www.espn.com/nfl/story/_/id/46226517/nfl-eagles-chiefs-tush-push-brotherly-shove-jalen-hurts,Why don't all teams use the unstoppable tush push? Here's why,0.1930071306800233,26.0,He wasn't as involved in the game with Tampa Bay Buccaneers as desired; later posting cryptic message about his frustration;
Aaron Rodgers,Playing,2025,,,,Controversy,Negative,,Medium,Fox News,https://www.foxnews.com/sports/steelers-aaron-rodgers-gives-blunt-reaction-controversial-no-call-loss-browns,Steelers' Aaron Rodgers gives blunt reaction to controversial no call in loss to Browns,0.2059274406495923,68.0,"Looked back on comments made previously about characterization of being ""immunized,"" resulting in some misleadment"
NFL Draft,,2025,,,,Controversy,Negative,,Medium,Sports Illustrated,https://www.si.com/college/colorado/football/shedeur-sanders-racial-bias-nfl-media-stirs-controversy-nfl-draft-stock-mock-deion-prime-time-quarterback-colorado-buffaloes,Shedeur Sanders Racial Bias? NFL Media Stirs Controversy Ahead Of 2025 NFL Draft,0.5131468689585437,4.0,Response to a fan about the draft pick ranking of another player
Oliver Connolly,,2025,,,,Controversy,Negative,,High,The Guardian,https://www.theguardian.com/sport/2025/apr/25/shedeur-sanderss-first-round-nfl-draft,Shedeur Sanders’s fall exposed the cruel heart of the NFL draft industry | Oliver Connolly,0.4600185097682685,4.0,Response to a fan about the draft pick ranking of another player
Chris Kluwe,,2025,,,,Controversy,Negative,,High,Fox News,https://www.foxnews.com/sports/former-nfl-player-chris-kluwe-mocks-charlie-kirk-condemns-gop-after-ass,"Former NFL player Chris Kluwe mocks Charlie Kirk, condemns GOP after assassination",0.1592820049713052,62.0,NFL fans accussed officials of favoritism towards the Chiefs to which media has asked Kelce about allegation. 
,,2025,,,,Controversy,Positive,,Low,Christian Post,https://www.christianpost.com/news/5-church-leaders-react-to-shedeur-sanders-nfl-draft-controversy.html,5 church leaders react to Shedeur Sanders’ NFL draft controversy,0.4432475488883606,4.0,Response to a fan about the draft pick ranking of another player
Lamar Jackson,,2025,,,,Controversy,Negative,,Medium,USA Today,https://www.usatoday.com/story/sports/nfl/columnist/bell/2025/10/26/lamar-jackson-injury-report-nfl-nba-gambling-scandal/86917082007/,Lamar Jackson injury issue a bad look for NFL on heels of NBA betting scandal | Opinion,0.2802783321369005,43.0,"Brown posts another unpredictable tweet without any additional context or information, resulting in a stir in discussion. "
,,2025,,,,Controversy,Mixed,,Medium,Yahoo,https://www.yahoo.com/entertainment/celebrity/article/trump-criticizes-nfl-over-bad-bunnys-2026-super-bowl-halftime-show-why-the-puerto-rican-superstar-is-seen-as-a-controversial-choice-221039686.html,Trump criticizes NFL over Bad Bunny's 2026 Super Bowl halftime show: Why the Puerto Rican superstar is seen as a controversial choice.,0.2188185374226976,53.0,Answers question about his opinion when hearing Trump attending the Super Bowl LIX
,,2025,,,,Controversy,Negative,,High,Sports Mockery,https://www.sportsmockery.com/chicago-bears/chicago-bears-reportedly-part-of-massive-nfl-controversy/,Chicago Bears Reportedly Part Of Massive NFL Controversy,0.2128719060814455,63.0,Apologizes to the women who publicly accused him of sexual misconduct during massage sessions
,,2025,,,,Controversy,Negative,,Low,New York Post,https://nypost.com/2025/10/16/sports/nfls-bizarre-involvement-in-middle-of-chiefs-latest-penalty-controversy/,NFL’s bizarre involvement in middle of Chiefs’ latest penalty controversy,0.1883043534051468,28.0,"Reaction to the $180 million contract extension of Aidan Hutchinson, making him one of those with highest non-quarterback average salaries"
,,2025,,,,Controversy,Negative,,Medium,ESPN,https://www.espn.com/nfl/story/_/id/45769802/ex-nflpa-boss-lloyd-howell-strip-club-expenses-sent-investigator,Ex-NFLPA boss Howell's strip club expenses sent to investigator,0.1403405070783141,58.0,Voices opinion of the NFLPA that designed the then-new COVID-19 rules restricting unvaccinated players from playing 
Hypocrite Bad Bunny,,2025,,,,Controversy,Negative,,High,New York Post,https://nypost.com/2025/09/29/opinion/hypocrite-bad-bunny-is-a-controversial-choice-for-the-super-bowl-but-nfl-only-see-the-dollar-signs/,"Hypocrite Bad Bunny is a controversial choice for the Super Bowl, but NFL only sees the dollar signs",0.1749603230631985,53.0,Answers question about his opinion when hearing Trump attending the Super Bowl LIX
,,2025,,,,Controversy,Negative,,Medium,A to Z Sports,https://atozsports.com/nashville/volunteers/tennessee-rb-desean-bishop-injured-on-hip-drop-tackle-during-vols-game-against-arkansas-razorbacks/,Tennessee Vols RB DeSean Bishop was the victim of an NFL controversy against Arkansas that should be addressed at the college level,0.4920620533048869,29.0,"During the game against the Las Vegas Raiders, Dobbins left the game because of a hip-drop tackle. Lack of enforcement from the officials occurred. "
,,2025,,,,Controversy,Positive,,High,thecurrent.com,https://www.thecurrent.com/streaming-nfl-nba-mlb-nhl-measurement-nielsen,"NFL, NBA, MLB, NHL eye new measurement partners in wake of Nielsen controversy",0.2927680127034556,48.0,"With the issues about the TV rights deals, Merriman discussed the need for players to get paid more rather than the NFL make more money at their expense.  "
,,2025,,,,Controversy,Negative,,Medium,FOX Sports,https://www.foxsports.com/stories/nfl/inside-browns-qb-shedeur-sanders-nfl-draft-slide,What went wrong: How Shedeur Sanders' descent actually happened pre-draft,0.4926371530113324,4.0,Response to a fan about the draft pick ranking of another player
,,2025,,,,Controversy,Positive,,Medium,Sports Illustrated,https://www.si.com/nfl/good-bad-ugly-nfl-week-three-eagles-win-tush-push-controversy-continues,"The Good, Bad and Ugly of NFL Week 3: Eagles Win As Tush Push Controversy Continues",0.2315270193151326,46.0,"After losing in the Divisional Round, Allen emotionally reflects on his performance, affecting team's progression in the Playoffs. "
Justin Tucker,,2025,,,,Controversy,Negative,,High,ESPN,https://www.espn.com/nfl/story/_/id/45591537/ex-ravens-kicker-justin-tucker-gets-10-week-ban-nfl,Ex-Ravens kicker Justin Tucker gets 10-week ban from NFL,0.1853742000218078,43.0,"Brown posts another unpredictable tweet without any additional context or information, resulting in a stir in discussion. "
Lamar Jackson,,2025,,,,Controversy,Negative,,Medium,heavy.com,https://heavy.com/sports/nfl/baltimore-ravens/nfl-investigation-quarterback-lamar-jackson/,Ravens Face NFL Investigation Over Lamar Jackson Controversy,0.2062921883517845,43.0,"Brown posts another unpredictable tweet without any additional context or information, resulting in a stir in discussion. "
Patrick Mahomes,Playing,2025,,,,Controversy,Positive,,Medium,Yahoo Sports,https://sports.yahoo.com/nfl-says-controversial-penalties-against-chiefs-patrick-mahomes-were-called-correctly-190800015.html,NFL says controversial penalties against Chiefs' Patrick Mahomes were called correctly,0.2753519664275103,38.0,Has a playful interactionwith free agent WR Allen Lazard under the post increasing the anticipation for his return to the upcoming season
Trump,,2025,,,,Controversy,Positive,,Low,The Guardian,https://www.theguardian.com/sport/2025/oct/22/goodell-defends-bad-bunny-super-bowl-halftime-show,NFL will not reconsider Bad Bunny’s Super Bowl half-time show despite Trump backlash,0.2051788001276613,53.0,Answers question about his opinion when hearing Trump attending the Super Bowl LIX
,,2025,,,,Controversy,Negative,,Low,heavy.com,https://heavy.com/sports/nfl/kansas-city-chiefs/joe-montana-controversy-patrick-mahomes/,NFL Legend Sparks Controversy on Chiefs QB Patrick Mahomes,0.5037368752665994,38.0,Has a playful interactionwith free agent WR Allen Lazard under the post increasing the anticipation for his return to the upcoming season
Dolphins HC Mike McDaniel,,2025,,,,Controversy,Positive,,High,Yahoo Sports,https://sports.yahoo.com/article/dolphins-hc-mike-mcdaniel-asking-170242564.html,Dolphins HC Mike McDaniel asking NFL about controversial Josh Allen kneel play,0.3112612330765306,46.0,"After losing in the Divisional Round, Allen emotionally reflects on his performance, affecting team's progression in the Playoffs. "
,,2025,,,,Controversy,Positive,,Medium,The New York Times,https://www.nytimes.com/athletic/6744427/2025/10/23/nfl-cmo-bad-bunny-super-bowl-halftime-show/,NFL executive on Bad Bunny Super Bowl backlash: ‘Not everyone has to like everything we do’,0.1455440196053791,53.0,Answers question about his opinion when hearing Trump attending the Super Bowl LIX
Tom Brady,Retired,2025,,,,Controversy,Positive,,High,Fox News,https://www.foxnews.com/sports/tom-brady-calls-critics-his-roles-both-raiders-owner-fox-broadcaster-paranoid-distrustful,"Tom Brady calls critics of his roles as both Raiders owner, FOX broadcaster 'paranoid and distrustful'",0.4359243374007436,25.0,Had disagreements with his then-wife about retirement plans then pursue last year of playing professional football amid struggle with marriage
,,2025,,,,Controversy,Negative,,Medium,Yahoo Sports,https://sports.yahoo.com/articles/nfl-replay-official-explains-2-133553671.html,NFL replay official explains 2 controversial calls that went against Ravens,0.2095911535848479,56.0,Vents frustration of past 2025 season with the Baltimore Ravens with feelings that he wasn't used to his fullest potential
Antonio Brown's,,2025,,,,Controversy,Negative,,High,ESPN,https://www.espn.com/nfl/story/_/id/46991182/antonio-brown-extradition-trial,Antonio Brown's strange journey from NFL All-Pro to accused shooter,0.5262590695754188,43.0,"Brown posts another unpredictable tweet without any additional context or information, resulting in a stir in discussion. "
Steelers,,2025,,,,Controversy,Negative,,High,Yahoo Sports,https://sports.yahoo.com/articles/nfl-referee-explains-controversial-ending-144857646.html,NFL Referee Explains Controversial Ending To Lions vs. Steelers,0.1981682035534306,28.0,"Reaction to the $180 million contract extension of Aidan Hutchinson, making him one of those with highest non-quarterback average salaries"
,,2025,,,,Controversy,Positive,,High,WTTW,https://news.wttw.com/2025/05/29/chicago-bears-qb-caleb-williams-addresses-controversy-book-excerpt,Chicago Bears QB Caleb Williams Addresses Controversy From Book Excerpt,0.4030455727319322,33.0,Reaction to Lil Wayne's tweet after the Bears defeat Green Bay in the NFL Playoffs
Nick Emmanwori,,2025,,,,Controversy,Positive,,High,WCIV,https://abcnews4.com/news/local/nick-emmanwori-declares-for-nfl-draft-explains-citrus-bowl-controversy,"Nick Emmanwori declares for NFL draft, explains Citrus Bowl controversy",0.1423137753937481,59.0,Shares an encouraging message to draft prospects waiting to hear about NFL draft decisions
Teddy Bridgewater,,2025,,,,Controversy,Negative,,Medium,heavy.com,https://heavy.com/sports/nfl/tampa-bay-buccaneers/teddy-bridgewater-suspended-high-school-football/,Buccaneers QB Teddy Bridgewater Learns Fate in High School Football Controversy,0.1568682330540272,17.0,Throws shade at former coach Kevin Stefanski regarding their time working together under the Cleveland Brown
,,2025,,,,Controversy,Negative,,Low,Russell Street Report,https://russellstreetreport.com/2025/12/16/street-talk/a-catch-in-the-nfl-2025/,Ravens-Steelers Catch Controversy Reignites NFL Rule Debate,0.1812585420831024,37.0,First tweet in two years was to respond to controversial calls in the Bills vs. Broncos and Bears vs. Rams games
Roger Goodell,,2025,,,,Controversy,Negative,,High,Fox News,https://www.foxnews.com/sports/roger-goodell-stands-firm-bad-bunny-super-bowl-halftime-show-after-trump-calls-selection-ridiculous,Roger Goodell stands firm on Bad Bunny Super Bowl halftime show after Trump calls selection 'ridiculous',0.2574072816585429,62.0,NFL fans accussed officials of favoritism towards the Chiefs to which media has asked Kelce about allegation. 
WR Tyreek Hill,,2025,,,,Controversy,Mixed,,High,NFL.com,https://www.nfl.com/news/dolphins-wr-tyreek-hill-involved-in-domestic-incident-no-charges-filed,Dolphins WR Tyreek Hill involved in domestic incident; no charges filed,0.45840798790995,44.0,Made a remark on social media after a game where the Dolphins quarterback Tua Tagovailoa was benched
,,2025,,,,Controversy,Positive,,High,Yahoo Sports,https://sports.yahoo.com/article/troy-aikman-gets-honest-controversy-184617072.html,Troy Aikman Gets Honest About 'Controversy' With NFL Quarterback,0.3985883203609756,33.0,Reaction to Lil Wayne's tweet after the Bears defeat Green Bay in the NFL Playoffs
,,2025,,,,Controversy,Negative,,Medium,Sports Illustrated,https://www.si.com/nfl/eagles/onsi/news/shedeur-sanders-controversy-explained-were-eagles-involved-pat3,Shedeur Sanders Controversy Explained: Were Eagles Involved?,0.3096455442078111,4.0,Response to a fan about the draft pick ranking of another player
,,2025,,,,Controversy,Negative,,High,heavy.com,https://heavy.com/sports/nfl/buffalo-bills/nfl-under-fire-for-controversial-call-in-bills-patriots/,NFL Under Fire for Controversial Call in Bills-Patriots,0.3336283474230956,47.0,"Hearing about Josh Allen's emotional self-reflection on game, Dawkins becomes emotional defending the quarterback"
Shilo Sanders Made,,2025,,,,Controversy,Negative,,Medium,Fox News,https://www.outkick.com/sports/we-now-see-why-circus-follows-shedeur-shilo-sanders-brothers-made-nfl-teams-wary-both,We Now See Why The Circus That Follows Shedeur And Shilo Sanders Made Some NFL Teams Wary Of Both,0.3887918305194416,4.0,Response to a fan about the draft pick ranking of another player
,,2025,,,,Controversy,Mixed,,High,Detroit Free Press,https://www.freep.com/story/sports/nfl/lions/2025/10/23/nfl-refs-detroit-lions-controversial-call-kansas-city/86859607007/,NFL denies Lions' claim that refs had outside help in controversial penalty vs Chiefs,0.2223127055173906,28.0,"Reaction to the $180 million contract extension of Aidan Hutchinson, making him one of those with highest non-quarterback average salaries"
NFL Draft,,2026,,,,Controversy,Positive,,Medium,Yahoo Sports,https://sports.yahoo.com/nfl/breaking-news/article/2026-nfl-draft-amid-off-field-controversy-patriots-trade-up-for-another-left-tackle-024857086.html,"2026 NFL Draft: Amid off-field controversy, Patriots trade up for another left tackle",0.2261438442885977,7.0,Supports current New England Patriots' defender K'Lavon Chaisson
Walt Anderson,,2026,,,,Controversy,Neutral,,Medium,NFL.com,https://www.nfl.com/videos/nfl-rules-analyst-walt-anderson-breaks-down-controversial-ruling-on-ja-quan-mcmillian-s-int-on-brandin-cooks-nfl-gameday-morning,NFL rules analyst Walt Anderson breaks down controversial ruling on Ja'Quan McMillian's INT on Brandin Cooks | 'NFL GameDay Morning',0.1801296855335018,47.0,"Hearing about Josh Allen's emotional self-reflection on game, Dawkins becomes emotional defending the quarterback"
Steelers,,2026,,,,Controversy,Positive,,High,Steelers Wire,https://steelerswire.usatoday.com/story/sports/nfl/steelers/2026/02/24/steelers-aaron-rodgers-nfl-officiating-controversy/88850596007/,NFL admits controversial mistake regarding Steelers' Aaron Rodgers,0.1995558026251717,68.0,"Looked back on comments made previously about characterization of being ""immunized,"" resulting in some misleadment"
Aaron Rodgers,Playing,2026,,,,Controversy,Negative,,High,heavy.com,https://heavy.com/sports/nfl/pittsburgh-steelers/nfl-sparks-controversy-with-decision-on-steelers-qb-aaron-rodgers/,NFL Sparks Controversy With Decision on Steelers QB Aaron Rodgers,0.2904056835278686,68.0,"Looked back on comments made previously about characterization of being ""immunized,"" resulting in some misleadment"
,,2026,,,,Controversy,Negative,,Medium,Football Zebras,https://www.footballzebras.com/2026/03/nfl-officiating-negotiations-break-down-after-3-hours/,NFL officiating negotiations break down after 3 hours,0.1828232774321682,48.0,"With the issues about the TV rights deals, Merriman discussed the need for players to get paid more rather than the NFL make more money at their expense.  "
